Feature ID	Taxon
seq291	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia; none
seq292	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; none
seq293	Bacteria; Actinobacteria; Acidimicrobiia; Actinomarinales; none; none; none
seq294	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq295	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; none; none
seq296	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Prauserella; rugosa
seq297	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Thermoactinomyces; intermedius
seq298	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq299	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Aeribacillus; pallidus
seq300	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; none
seq301	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Vagococcus; lutrae
seq302	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq303	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; sputi
seq304	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; borstelensis
seq305	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq306	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq307	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Nosocomiicoccus; none
seq308	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq309	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus; none
seq310	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq311	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Atopostipes; suicloacalis
seq312	Bacteria; Firmicutes; Bacilli; Bacillales; Sporolactobacillaceae; Tuberibacillus; calidus
seq313	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq314	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia; none
seq315	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Ammoniphilus; none
seq316	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq317	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq318	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; composti
seq319	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; caeni
seq320	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus; none
seq321	Eukaryota; none; none; none; none; none; none
seq322	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; none; none
seq323	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; indicireducens
seq324	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; none; none
seq325	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; none
seq326	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq327	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Bordetella; none
seq328	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldalkalibacillus; none
seq329	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; BIrii41; none; none
seq330	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq331	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq332	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq333	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Acidothermaceae; Acidothermus; none
seq334	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq335	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq336	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq337	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq338	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq339	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; none
seq340	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Ureibacillus; suwonensis
seq341	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq342	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq343	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Savagea; none
seq344	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq345	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq346	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq347	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Idiomarina; none
seq348	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Thermobifida; none
seq349	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; none
seq350	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharomonospora; glauca
seq351	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq352	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq353	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq354	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Vagococcus; lutrae
seq355	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Enteractinococcus; none
seq356	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Savagea; none
seq357	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq358	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq359	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq360	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Hathewaya; none
seq361	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq362	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Lentibacillus; none
seq363	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq364	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Filomicrobium; none
seq365	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq366	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Nosocomiicoccus; none
seq367	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq368	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq369	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; none; none
seq370	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq371	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Thermoactinomyces; none
seq372	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tepidimicrobium; none
seq373	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Anseongella; none
seq374	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XVIII; Symbiobacterium; thermophilum
seq375	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XVIII; Symbiobacterium; thermophilum
seq376	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; none; none
seq377	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq378	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Cerasibacillus; none
seq379	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq380	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq381	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq382	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Ureibacillus; thermosphaericus
seq383	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq384	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq385	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora; none
seq386	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia; none
seq387	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldalkalibacillus; none
seq388	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq389	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Pseudohongiellaceae; BIyi10; none
seq390	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; caeni
seq391	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Sinibacillus; none
seq392	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq393	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq394	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq395	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq396	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq397	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq398	none; none; none; none; none; none; none
seq399	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq400	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq401	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldibacillus; debilis
seq402	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq403	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq404	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Vagococcus; lutrae
seq405	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; amycolatum
seq406	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora; none
seq407	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq408	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq409	Bacteria; Actinobacteria; Acidimicrobiia; Actinomarinales; none; none; none
seq410	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq411	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq412	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodovibrionales; Fodinicurvataceae; none; none
seq413	none; none; none; none; none; none; none
seq414	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq415	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Ornithinibacillus; none
seq416	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq417	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq418	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq419	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Ornithinibacillus; none
seq420	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium; none
seq421	Bacteria; Firmicutes; Bacilli; Bacillales; Sporolactobacillaceae; Tuberibacillus; none
seq422	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Ornithinibacillus; none
seq423	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq424	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq425	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; composti
seq426	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; composti
seq427	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq428	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldibacillus; debilis
seq429	Bacteria; Actinobacteria; Acidimicrobiia; Actinomarinales; none; none; none
seq430	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria; none
seq431	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; stearothermophilus
seq432	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq433	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq434	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter; none
seq435	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Chelatococcus; daeguensis
seq436	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq437	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus; none
seq438	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq439	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; lentus
seq440	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq441	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; none; none
seq442	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq443	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Aneurinibacillus; thermoaerophilus
seq444	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq445	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Spirosomaceae; Persicitalea; none
seq446	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq447	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq448	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Sporosarcina; pasteurii
seq449	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia; none
seq450	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Family_III; Tepidanaerobacter; none
seq451	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq452	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; Limnochorda; none
seq453	Eukaryota; none; none; none; none; none; none
seq454	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Sinibacillus; none
seq455	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq456	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq457	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; none
seq458	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas; none
seq459	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq460	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq461	none; none; none; none; none; none; none
seq462	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq463	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; lentus
seq464	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq465	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq466	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; subtilis
seq467	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq468	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharomonospora; glauca
seq469	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldalkalibacillus; none
seq470	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq471	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq472	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq473	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; Thermomicrobiaceae; Sphaerobacter; none
seq474	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq475	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq476	Bacteria; Actinobacteria; Acidimicrobiia; Actinomarinales; none; none; none
seq477	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq478	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq479	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq480	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriales_Incertae_Sedis; Tomitella; none
seq481	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Niabella; none
seq482	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Iamiaceae; Iamia; none
seq483	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Cerasibacillus; none
seq484	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; thermodenitrificans
seq485	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Thermocrispum; municipale
seq486	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Vulgatibacteraceae; Vulgatibacter; none
seq487	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq488	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq489	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; none
seq490	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Sporosarcina; pasteurii
seq491	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Thermoactinomyces; daqus
seq492	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq493	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq494	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq495	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq496	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; none
seq497	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq498	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldalkalibacillus; none
seq499	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq500	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; none; none
seq501	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tepidimicrobium; none
seq502	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Atopostipes; suicloacalis
seq503	Bacteria; Actinobacteria; Actinobacteria; none; none; none; none
seq504	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq505	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq506	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq507	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Ammoniphilus; none
seq508	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; none; none
seq509	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Gracilibacillus; halotolerans
seq510	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Cohnella; none
seq511	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
